0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
70,2017-03-20,ORL,PHI,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jeff Green,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,none,Ben Simmons,Dario Saric,Joel Embiid,Justin Anderson,Nik Statuskas,Richaun Holmes,Robert Covington,T.J. McConnell,Timothe Luwawu-Cabarrot,none,none,none,none,none,none,,,,,,,,,,
71,2017-03-22,ORL,CHO,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jeff Green,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,none,Christian Wood,Cody Zeller,Frank Kaminsky,Jeremy Lamb,Kemba Walker,Nicolas Batum,none,none,none,none,none,none,none,none,none,,,,,,,,,,
72,2017-03-24,ORL,DET,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jeff Green,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,none,Andre Drummond,Boban Marjanovic,Ish Smith,Kentavious Caldwell-Pope,Marcus Morris,Reggie Bullock,Reggie Jackson,Tobias Harris,none,none,none,none,none,none,none,,,,,,,,,,
73,2017-03-27,ORL,TOR,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jeff Green,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,none,Cory Joseph,Delon Wright,Demar DeRozan,Fred VanVleet,Jacob Poeltl,Jonas Valanciunas,Kyle Lowry,Norman Powell,P.J. Tucker,Pascal Siakam,Serge Ibaka,none,none,none,none,,,,,,,,,,
74,2017-03-29,ORL,OKC,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jeff Green,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,none,Domantas Sabonis,Doug McDermott,Enes Freedom,Jerami Grant,Russell Westbrook,Steven Adams,Taj Gibson,Victor Oladipo,none,none,none,none,none,none,none,,,,,,,,,,
75,2017-03-31,ORL,BOS,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jeff Green,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,none,Al Horford,Avery Bradley,Isaiah Thomas,Jae Crowder,Jaylen Brown,Kelly Olynyk,Marcus Smart,Terry Rozier,none,none,none,none,none,none,none,,,,,,,,,,
76,2017-04-01,ORL,BRK,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jeff Green,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,none,Brook Lopez,Caris LeVert,Joe Harris,Spencer Dinwiddie,none,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
77,2017-04-04,ORL,CLE,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jeff Green,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,none,Kevin Love,Kyrie Irving,LeBron James,Tristan Thompson,none,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
78,2017-04-06,ORL,BRK,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jeff Green,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,none,Brook Lopez,Caris LeVert,Joe Harris,Spencer Dinwiddie,none,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
79,2017-04-08,ORL,IND,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jeff Green,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,none,Armoni Brooks,Georges Niang,Lance Stephenson,Myles Turner,Paul George,Thaddeus Young,none,none,none,none,none,none,none,none,none,,,,,,,,,,
80,2017-04-10,ORL,CHI,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jeff Green,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,none,Bobby Portis,Cameron Payne,Jimmy Butler,Michael Carter-Williams,Rajon Rondo,Robin Lopez,none,none,none,none,none,none,none,none,none,,,,,,,,,,
81,2017-04-12,ORL,DET,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jeff Green,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,none,Andre Drummond,Boban Marjanovic,Ish Smith,Kentavious Caldwell-Pope,Marcus Morris,Reggie Bullock,Reggie Jackson,Tobias Harris,none,none,none,none,none,none,none,,,,,,,,,,
82,2017-10-18,ORL,MIA,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Bam Adebayo,Goran Dragic,Hassan Whiteside,Jalen Johnson,James Johnson,Josh Richardson,Justise Winslow,Kelly Olynyk,Rodney McGruder,Udonis Haslem,Wayne Ellington,none,none,none,none,,,,,,,,,,
83,2017-10-20,ORL,BRK,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Caris LeVert,D'Angelo Russell,Jarrett Allen,Joe Harris,Spencer Dinwiddie,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
84,2017-10-21,ORL,CLE,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Cedi Osman,Derrick Rose,Isaiah Thomas,Jae Crowder,Jeff Green,Kevin Love,LeBron James,Tristan Thompson,none,none,none,none,none,none,none,,,,,,,,,,
85,2017-10-24,ORL,BRK,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Caris LeVert,D'Angelo Russell,Jarrett Allen,Joe Harris,Spencer Dinwiddie,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
86,2017-10-27,ORL,SAS,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Bryn Forbes,Danny Green,Davis Bertans,Dejounte Murray,Derrick White,Kawhi Leonard,Kyle Anderson,LaMarcus Aldridge,Patty Mills,Rudy Gay,none,none,none,none,none,,,,,,,,,,
87,2017-10-29,ORL,CHO,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Cody Zeller,Dwight Howard,Frank Kaminsky,Jeremy Lamb,Kemba Walker,Malik Monk,Michael Carter-Williams,Nicolas Batum,none,none,none,none,none,none,none,,,,,,,,,,
88,2017-10-30,ORL,NOP,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Anthony Davis,Cade Cunningham,DeMarcus Cousins,E'Twaun Moore,Frank Jackson,Jrue Holiday,Rajon Rondo,Solomon Hill,none,none,none,none,none,none,none,,,,,,,,,,
89,2017-11-01,ORL,MEM,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Ben McLemore,Dillon Brooks,James Ennis III,JaMychal Green,Mario Chalmers,Mike Conley,none,none,none,none,none,none,none,none,none,,,,,,,,,,
90,2017-11-03,ORL,CHI,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Bobby Portis,Cameron Payne,David Nwaba,Justin Haliday,Lauri Markkanen,Robin Lopez,Zach Lavine,none,none,none,none,none,none,none,none,,,,,,,,,,
91,2017-11-05,ORL,BOS,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Abdel Nader,Al Horford,Daniel Theis,Gordon Hayward,Jaylen Brown,Jayson Tatum,Kyrie Irving,Marcus Morris,Marcus Smart,Semi Ojeleye,Terry Rozier,none,none,none,none,,,,,,,,,,
92,2017-11-08,ORL,NYK,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Damyean Dotson,Doug McDermott,Enes Freedom,Frank Ntilikina,Kristaps Porzingis,Luke Kornet,Tim Hardaway Jr,Willy Hernangomez,none,none,none,none,none,none,none,,,,,,,,,,
93,2017-11-10,ORL,PHO,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Alex Len,Brandon Knight,Davon Reed,Derrick Jones Jr,Devin Booker,Greg Monroe,Josh Jackson,Marquese Chriss,T.J. Warren,none,none,none,none,none,none,,,,,,,,,,
94,2017-11-11,ORL,DEN,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Emmanuel Mudiay,Gary Harris,Jamal Murray,Malik Beasley,Mason Plumlee,Monte Morris,Nikola Jokic,Paul Millsap,Torrey Craig,Trey Lyles,Will Barton,none,none,none,none,,,,,,,,,,
95,2017-11-13,ORL,GSW,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,,,,,,,,,,
96,2017-11-15,ORL,POR,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,CJ McCollum,Damian Lillard,Ed Davis,Jake Layman,Jusuf Nurkic,Maurice Harkless,Pat Connaughton,Zach Collins,none,none,none,none,none,none,none,,,,,,,,,,
97,2017-11-18,ORL,UTA,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Alec Burks,Derrick Favors,Donovan Mitchell,Joe Ingles,Raul Neto,Ricky Rubio,Rodney Hood,Royce O'Neale,Rudy Gobert,Tony Bradley,none,none,none,none,none,,,,,,,,,,
98,2017-11-20,ORL,IND,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Bojan Bogdanovic,Cory Joseph,Domantas Sabonis,Lance Stephenson,Myles Turner,Thaddeus Young,Victor Oladipo,none,none,none,none,none,none,none,none,,,,,,,,,,
99,2017-11-22,ORL,MIN,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Andrew Wiggins,Armoni Brooks,Gorgui Dieng,Jimmy Butler,Karl Anthony Towns,Nemanja Bjelica,Taj Gibson,Tyus Jones,none,none,none,none,none,none,none,,,,,,,,,,
100,2017-11-24,ORL,BOS,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Abdel Nader,Al Horford,Daniel Theis,Gordon Hayward,Jaylen Brown,Jayson Tatum,Kyrie Irving,Marcus Morris,Marcus Smart,Semi Ojeleye,Terry Rozier,none,none,none,none,,,,,,,,,,
101,2017-11-25,ORL,PHI,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Ben Simmons,Dario Saric,Furkan Korkmaz,Joel Embiid,Justin Anderson,Markelle Fultz,Nik Statuskas,Richaun Holmes,Robert Covington,T.J. McConnell,Timothe Luwawu-Cabarrot,none,none,none,none,,,,,,,,,,
102,2017-11-27,ORL,IND,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Bojan Bogdanovic,Cory Joseph,Domantas Sabonis,Lance Stephenson,Myles Turner,Thaddeus Young,Victor Oladipo,none,none,none,none,none,none,none,none,,,,,,,,,,
103,2017-11-29,ORL,OKC,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Carmelo Anthony,Jerami Grant,P.J. Dozier,Paul George,Russell Westbrook,Steven Adams,none,none,none,none,none,none,none,none,none,,,,,,,,,,
104,2017-12-01,ORL,GSW,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,,,,,,,,,,
105,2017-12-03,ORL,NYK,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Damyean Dotson,Doug McDermott,Enes Freedom,Frank Ntilikina,Kristaps Porzingis,Luke Kornet,Willy Hernangomez,none,none,none,none,none,none,none,none,,,,,,,,,,
106,2017-12-04,ORL,CHO,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Cody Zeller,Dwight Howard,Frank Kaminsky,Jeremy Lamb,Kemba Walker,Malik Monk,Michael Carter-Williams,Nicolas Batum,none,none,none,none,none,none,none,,,,,,,,,,
107,2017-12-06,ORL,ATL,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,DeAndre' Bembry,Dennis Schroder,Dewayne Dedmon,John Collins,Kent Bazemore,Mike Muscala,Taurean Prince,none,none,none,none,none,none,none,none,,,,,,,,,,
108,2017-12-08,ORL,DEN,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Emmanuel Mudiay,Gary Harris,Jamal Murray,Malik Beasley,Mason Plumlee,Monte Morris,Nikola Jokic,Paul Millsap,Torrey Craig,Trey Lyles,Will Barton,none,none,none,none,,,,,,,,,,
109,2017-12-09,ORL,ATL,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,DeAndre' Bembry,Dennis Schroder,Dewayne Dedmon,John Collins,Kent Bazemore,Mike Muscala,Taurean Prince,none,none,none,none,none,none,none,none,,,,,,,,,,
110,2017-12-13,ORL,LAC,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Austin Rivers,Blake Griffin,Danilo Gallinari,DeAndre Jordan,Lou Williams,Montrezi Harrell,Patrick Beverley,none,none,none,none,none,none,none,none,,,,,,,,,,
111,2017-12-15,ORL,POR,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,CJ McCollum,Damian Lillard,Ed Davis,Jake Layman,Jusuf Nurkic,Maurice Harkless,Pat Connaughton,Zach Collins,none,none,none,none,none,none,none,,,,,,,,,,
112,2017-12-17,ORL,DET,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Andre Drummond,Avery Bradley,Boban Marjanovic,Ish Smith,Langston Galloway,Luke Kennard,Reggie Bullock,Reggie Jackson,Tobias Harris,none,none,none,none,none,none,,,,,,,,,,
113,2017-12-20,ORL,CHI,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Bobby Portis,Cameron Payne,David Nwaba,Justin Haliday,Lauri Markkanen,Robin Lopez,Zach Lavine,none,none,none,none,none,none,none,none,,,,,,,,,,
114,2017-12-22,ORL,NOP,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Anthony Davis,Cade Cunningham,DeMarcus Cousins,E'Twaun Moore,Frank Jackson,Jrue Holiday,Rajon Rondo,Solomon Hill,none,none,none,none,none,none,none,,,,,,,,,,
115,2017-12-23,ORL,WAS,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Bradley Beal,John Wall,Kelly Oubre Jr,Markieff Morris,Otto Porter Jr,Tim Frazier,Tomas Satoransky,none,none,none,none,none,none,none,none,,,,,,,,,,
116,2017-12-26,ORL,MIA,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Bam Adebayo,Goran Dragic,Hassan Whiteside,Jalen Johnson,James Johnson,Josh Richardson,Justise Winslow,Kelly Olynyk,Rodney McGruder,Udonis Haslem,Wayne Ellington,none,none,none,none,,,,,,,,,,
117,2017-12-28,ORL,DET,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Andre Drummond,Avery Bradley,Boban Marjanovic,Ish Smith,Langston Galloway,Luke Kennard,Reggie Bullock,Reggie Jackson,Tobias Harris,none,none,none,none,none,none,,,,,,,,,,
118,2017-12-30,ORL,MIA,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Bam Adebayo,Goran Dragic,Hassan Whiteside,Jalen Johnson,James Johnson,Josh Richardson,Justise Winslow,Kelly Olynyk,Rodney McGruder,Udonis Haslem,Wayne Ellington,none,none,none,none,,,,,,,,,,
119,2018-01-01,ORL,BRK,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Caris LeVert,D'Angelo Russell,Jarrett Allen,Joe Harris,Nik Statuskas,Spencer Dinwiddie,none,none,none,none,none,none,none,none,none,,,,,,,,,,
120,2018-01-03,ORL,HOU,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Chris Paul,Clint Capela,Eric Gordon,James Harden,P.J. Tucker,Trevor Ariza,none,none,none,none,none,none,none,none,none,,,,,,,,,,
121,2018-01-06,ORL,CLE,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Cedi Osman,Derrick Rose,Isaiah Thomas,Jae Crowder,Jeff Green,Kevin Love,LeBron James,Tristan Thompson,none,none,none,none,none,none,none,,,,,,,,,,
122,2018-01-09,ORL,DAL,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Dennis Smith Jr,Dorian Finney-Smith,Dwight Powell,Harrison Barnes,Maxi Kleber,Nerlens Noel,Seth Curry,Wesley Matthews,none,none,none,none,none,none,none,,,,,,,,,,
123,2018-01-10,ORL,MIL,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Eric Bledsoe,Giannis Antetokounmpo,Jabari Parker,Khris Middleton,Malcolm Brogdon,Sterling Brown,Tony Snell,none,none,none,none,none,none,none,none,,,,,,,,,,
124,2018-01-12,ORL,WAS,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Bradley Beal,John Wall,Kelly Oubre Jr,Markieff Morris,Otto Porter Jr,Tim Frazier,Tomas Satoransky,none,none,none,none,none,none,none,none,,,,,,,,,,
125,2018-01-16,ORL,MIN,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Andrew Wiggins,Armoni Brooks,Gorgui Dieng,Jimmy Butler,Karl Anthony Towns,Nemanja Bjelica,Taj Gibson,Tyus Jones,none,none,none,none,none,none,none,,,,,,,,,,
126,2018-01-18,ORL,CLE,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Cedi Osman,Derrick Rose,Isaiah Thomas,Jae Crowder,Jeff Green,Kevin Love,LeBron James,Tristan Thompson,none,none,none,none,none,none,none,,,,,,,,,,
127,2018-01-21,ORL,BOS,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Abdel Nader,Al Horford,Daniel Theis,Gordon Hayward,Jaylen Brown,Jayson Tatum,Kyrie Irving,Marcus Morris,Marcus Smart,Semi Ojeleye,Terry Rozier,none,none,none,none,,,,,,,,,,
128,2018-01-23,ORL,SAC,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Bogdan Bogdanovic,Buddy Hield,De'Aaron Fox,Garrett Temple,George Hill,Justin Jackson,Willie Cauley Stein,none,none,none,none,none,none,none,none,,,,,,,,,,
129,2018-01-27,ORL,IND,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Bojan Bogdanovic,Cory Joseph,Domantas Sabonis,Lance Stephenson,Myles Turner,Thaddeus Young,Victor Oladipo,none,none,none,none,none,none,none,none,,,,,,,,,,
130,2018-01-30,ORL,HOU,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Chris Paul,Clint Capela,Eric Gordon,James Harden,P.J. Tucker,Trevor Ariza,none,none,none,none,none,none,none,none,none,,,,,,,,,,
131,2018-01-31,ORL,LAL,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Alex Caruso,Brandon Ingram,Brook Lopez,Ivica Zubac,Jordan Clarkson,Josh Hart,Julius Randle,Kentavious Caldwell-Pope,Kyle Kuzma,Larry Nance Jr,Lonzo Ball,Thomas Bryant,none,none,none,,,,,,,,,,
132,2018-02-03,ORL,WAS,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Bradley Beal,John Wall,Kelly Oubre Jr,Markieff Morris,Otto Porter Jr,Tim Frazier,Tomas Satoransky,none,none,none,none,none,none,none,none,,,,,,,,,,
133,2018-02-05,ORL,MIA,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Bam Adebayo,Derrick Jones Jr,Goran Dragic,Hassan Whiteside,Jalen Johnson,James Johnson,Josh Richardson,Justise Winslow,Kelly Olynyk,Rodney McGruder,Udonis Haslem,Wayne Ellington,none,none,none,,,,,,,,,,
134,2018-02-06,ORL,CLE,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Elfrid Payton,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,Cedi Osman,Derrick Rose,Isaiah Thomas,Jae Crowder,Jeff Green,Kevin Love,LeBron James,Tristan Thompson,none,none,none,none,none,none,none,,,,,,,,,,
135,2018-02-08,ORL,ATL,1.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,none,DeAndre' Bembry,Dennis Schroder,Dewayne Dedmon,John Collins,Kent Bazemore,Mike Muscala,Taurean Prince,none,none,none,none,none,none,none,none,,,,,,,,,,
136,2018-02-10,ORL,MIL,0.0,Aaron Gordon,Bismack Biyombo,D.J. Augustin,Evan Fournier,Jonathan Isaac,Khem Birch,Nikola Vucevic,Terrence Ross,none,none,none,none,none,none,none,Eric Bledsoe,Giannis Antetokounmpo,Jabari Parker,Khris Middleton,Malcolm Brogdon,Sterling Brown,Tony Snell,none,none,none,none,none,none,none,none,,,,,,,,,,
